lexeme,cell,phon_form
feed,15,f e e d i n g
feed,16,f e e d s
feed,17,f o r c e - f e d
feed,18,f o r c e - f e e d
feed,19,f o r c e - f e e d i n g
feed,20,f o r c e - f e e d s
feed,21,s p o o n f e d
feed,22,s p o o n f e e d
feed,23,s p o o n f e e d i n g
feed,24,s p o o n f e e d s
feed back,0,f e e d b a c k
feedback,0,f e e d b a c k
feel,0,f e e l
feel,1,f e e l e r
feel,2,f e e l e r s
feel,3,f e e l i n g
feel,4,f e e l s
feel,5,f e l t
feeling,0,c l a s s - f e e l i n g
feeling,1,f e e l i n g
feeling,2,f e e l i n g l y
feeling,3,f e e l i n g s
feeling,4,f e l l o w - f e e l i n g
feeling,5,u n f e e l i n g
feeling,6,u n f e e l i n g l y
feelings,0,f e e l i n g s
feign,0,f e i g n
feign,1,f e i g n e d
feign,2,f e i g n i n g
feign,3,f e i g n s
feint,0,f e i n t
feint,1,f e i n t e d
feint,2,f e i n t i n g
feint,3,f e i n t s
feline,0,f e l i n e
feline,1,f e l i n e s
fell,0,f e l l
fell,1,f e l l e d
fell,2,f e l l i n g
fell,3,f e l l s
fellah,0,f e l l a h
fellah,1,f e l l a h e e n
fellatio,0,f e l l a t i o
fellatio,1,f e l l a t i o n
fellow,0,b e d f e l l o w
fellow,1,b e d f e l l o w s
fellow,2,c l a s s - f e l l o w
fellow,3,c l a s s - f e l l o w s
fellow,4,f e l l o w
fellow,5,f e l l o w - f e e l i n g
fellow,6,f e l l o w - t r a v e l l e r
fellow,7,f e l l o w - t r a v e l l e r s
fellow,8,f e l l o w s
fellow,9,f e l l o w s h i p
fellow,10,f e l l o w s h i p s
fellow,11,g o o d - f e l l o w s h i p
fellow,12,p l a y f e l l o w
fellow,13,p l a y f e l l o w s
fellow,14,s c h o o l f e l l o w
fellow,15,s c h o o l f e l l o w s
felon,0,f e l o n
felon,1,f e l o n i e s
felon,2,f e l o n i o u s
felon,3,f e l o n s
felon,4,f e l o n y
felt,0,f e l t
felt,1,h e a r t f e l t
felt,2,u n d e r f e l t
felucca,0,f e l u c c a
felucca,1,f e l u c c a s
female,0,f e m a l e
female,1,f e m a l e s
feminist,0,f e m i n i s t
feminist,1,f e m i n i s t s
femur,0,f e m o r a
femur,1,f e m o r a l
femur,2,f e m u r
femur,3,f e m u r s
fen,0,f e n
fen,1,f e n s
fence,0,f e n c e
fence,1,f e n c e d
fence,2,f e n c e r
fence,3,f e n c e r s
fence,4,f e n c e s
fence,5,f e n c i n g
fencing,0,f e n c i n g
fend,0,f e n d
fennel,0,f e n n e l
ferment,0,f e r m e n t
ferment,1,f e r m e n t a t i o n
ferment,2,f e r m e n t e d
ferment,3,f e r m e n t i n g
ferment,4,f e r m e n t s
fern,0,f e r n
fern,1,f e r n i e r
fern,2,f e r n i e s t
fern,3,f e r n s
fern,4,f e r n y
fern,5,t r e e - f e r n
fern,6,t r e e - f e r n s
ferret,0,f e r r e t
ferret,1,f e r r e t e d
ferret,2,f e r r e t i n g
ferret,3,f e r r e t s
ferry,0,c a r - f e r r i e s
ferry,1,c a r - f e r r y
ferry,2,f e r r i e d
ferry,3,f e r r i e s
ferry,4,f e r r y
ferry,5,f e r r y b o a t
ferry,6,f e r r y b o a t s
ferry,7,f e r r y i n g
ferry,8,f e r r y m a n
ferry,9,f e r r y m e n
fervid,0,f e r v i d
fervid,1,f e r v i d l y
fervid,2,p e r f e r v i d
festoon,0,f e s t o o n
festoon,1,f e s t o o n e d
festoon,2,f e s t o o n i n g
festoon,3,f e s t o o n s
fetch,0,f e t c h
fetch,1,f e t c h e d
fetch,2,f e t c h e s
fetch,3,f e t c h i n g
fetching,0,f e t c h i n g
fete,0,f e t e
fete,1,f e t e - d a y
fete,2,f e t e - d a y s
fete,3,f e t e d
fete,4,f e t e s
fete,5,f e t i n g
fetid,0,f e t i d
fetish,0,f e t i s h
fetish,1,f e t i s h e s
fetish,2,f e t i s h i s m
fetish,3,f e t i s h i s t
fetish,4,f e t i s h i s t s
fetishist,0,f e t i s h i s t
fetishist,1,f e t i s h i s t s
fetter,0,f e t t e r
fetter,1,f e t t e r e d
fetter,2,f e t t e r i n g
fetter,3,f e t t e r s
fettle,0,f e t t l e
feud,0,f e u d
feud,1,f e u d a l
feud,2,f e u d a l i s m
feud,3,f e u d e d
feud,4,f e u d i n g
feud,5,f e u d s
feudatory,0,f e u d a t o r i e s
feudatory,1,f e u d a t o r y
few,0,f e w
few,1,f e w e r
few,2,f e w e s t
few,3,f e w n e s s
fey,0,f e y
fez,0,f e z
fez,1,f e z z e s
fiance,0,f i a n c e
fiance,1,f i a n c e s
fiancee,0,f i a n c e e
fiancee,1,f i a n c e e s
fiasco,0,f i a s c o
fiasco,1,f i a s c o s
fiat,0,f i a t
fiat,1,f i a t s
fib,0,f i b
fib,1,f i b b e d
fib,2,f i b b e r
fib,3,f i b b e r s
fib,4,f i b b i n g
fib,5,f i b s
fibbing,0,f i b b i n g
fibre,0,f i b r e
fibre,1,f i b r e b o a r d
fibre,2,f i b r e g l a s s
fibre,3,f i b r e s
fibre,4,f i b r o u s
fibula,0,f i b u l a
fibula,1,f i b u l a s
fichu,0,f i c h u
fichu,1,f i c h u s
fickle,0,f i c k l e
fickle,1,f i c k l e n e s s
fiddle,0,f i d d l e
fiddle,1,f i d d l e - s t i c k
fiddle,2,f i d d l e - s t i c k s
fiddle,3,f i d d l e d
fiddle,4,f i d d l e r
fiddle,5,f i d d l e r s
fiddle,6,f i d d l e s
fiddle,7,f i d d l i n g
fiddling,0,f i d d l i n g
fidget,0,f i d g e t
fidget,1,f i d g e t e d
fidget,2,f i d g e t i n g
fidget,3,f i d g e t s
fidget,4,f i d g e t y
fief,0,f i e f
fief,1,f i e f s
field,0,a f i e l d
field,1,a i r f i e l d
field,2,a i r f i e l d s
field,3,b a t t l e f i e l d
field,4,b a t t l e f i e l d s
field,5,b r i c k f i e l d
field,6,b r i c k f i e l d s
field,7,c o a l f i e l d
field,8,c o a l f i e l d s
field,9,c o r n f i e l d
field,10,c o r n f i e l d s
field,11,f i e l d
field,12,f i e l d - h o s p i t a l
field,13,f i e l d - h o s p i t a l s
field,14,f i e l d - o f f i c e r
field,15,f i e l d - o f f i c e r s
field,16,f i e l d - t e s t
field,17,f i e l d - t e s t e d
field,18,f i e l d - t e s t i n g
field,19,f i e l d - t e s t s
field,20,f i e l d e d
field,21,f i e l d e r
field,22,f i e l d e r s
field,23,f i e l d i n g
field,24,f i e l d m i c e
field,25,f i e l d m o u s e
field,26,f i e l d s
field,27,f i e l d s m a n
field,28,f i e l d s m e n
field,29,f i e l d w o r k
field,30,f i e l d w o r k s
field,31,g o l d f i e l d
field,32,g o l d f i e l d s
field,33,h o p - f i e l d
field,34,h o p - f i e l d s
field,35,i c e f i e l d
field,36,i c e f i e l d s
field,37,i n f i e l d
field,38,i n f i e l d s
field,39,l a n d i n g - f i e l d
field,40,l a n d i n g - f i e l d s
field,41,m i n e f i e l d
field,42,m i n e f i e l d s
field,43,o i l f i e l d
field,44,o i l f i e l d s
field,45,o u t f i e l d
field,46,o u t f i e l d e r
field,47,o u t f i e l d e r s
field,48,o u t f i e l d s
field,49,p a d d y - f i e l d
field,50,p a d d y - f i e l d s
field,51,p l a y i n g - f i e l d
field,52,p l a y i n g - f i e l d s
field,53,s n o w f i e l d
field,54,s n o w f i e l d s
fiend,0,f i e n d
fiend,1,f i e n d i s h
fiend,2,f i e n d i s h l y
fiend,3,f i e n d i s h n e s s
fiend,4,f i e n d s
fierce,0,f i e r c e
fierce,1,f i e r c e l y
fierce,2,f i e r c e n e s s
fierce,3,f i e r c e r
fierce,4,f i e r c e s t
fiesta,0,f i e s t a
fiesta,1,f i e s t a s
fife,0,f i f e
fife,1,f i f e s
fifteen,0,f i f t e e n
fifteen,1,f i f t e e n s
fifteenth,0,f i f t e e n t h
fifteenth,1,f i f t e e n t h s
fifth,0,f i f t h
fifth,1,f i f t h l y
fifth,2,f i f t h s
fiftieth,0,f i f t i e t h
fiftieth,1,f i f t i e t h s
fifty,0,f i f t i e s
fifty,1,f i f t y
fifty,2,f i f t y - f i f t y
fifty-fifty,0,f i f t y - f i f t y
fig,0,f i g
fig,1,f i g - l e a f
fig,2,f i g - l e a v e s
fig,3,f i g s
fight,0,b u l l f i g h t
fight,1,b u l l f i g h t e r
fight,2,b u l l f i g h t e r s
fight,3,b u l l f i g h t s
fight,4,c o c k f i g h t
fight,5,c o c k f i g h t s
fight,6,d o g f i g h t
fight,7,d o g f i g h t s
fight,8,f i g h t
fight,9,f i g h t e r
fight,10,f i g h t e r s
fight,11,f i g h t i n g
fight,12,f i g h t s
fight,13,f i r e - f i g h t e r
fight,14,f i r e - f i g h t e r s
fight,15,f o u g h t
fight,16,o u t f i g h t
fight,17,o u t f i g h t i n g
fight,18,o u t f i g h t s
fight,19,o u t f o u g h t
fight,20,p i l l o w - f i g h t
fight,21,p i l l o w - f i g h t s
fight,22,p r i z e f i g h t
fight,23,p r i z e f i g h t e r
fight,24,p r i z e f i g h t e r s
fight,25,p r i z e f i g h t s
fighting,0,b u l l f i g h t i n g
fighting,1,c o c k f i g h t i n g
fighting,2,f i g h t i n g
fighting,3,i n f i g h t i n g
fighting,4,p r i z e f i g h t i n g
figure,0,c o n f i g u r a t i o n
figure,1,c o n f i g u r a t i o n s
figure,2,d i s f i g u r e
figure,3,d i s f i g u r e d
figure,4,d i s f i g u r e m e n t
figure,5,d i s f i g u r e m e n t s
figure,6,d i s f i g u r e s
figure,7,d i s f i g u r i n g
figure,8,f i g u r a t i v e
figure,9,f i g u r a t i v e l y
figure,10,f i g u r e
figure,11,f i g u r e d
figure,12,f i g u r e h e a d
figure,13,f i g u r e h e a d s
figure,14,f i g u r e s
figure,15,f i g u r i n g
figure,16,p r e f i g u r e
figure,17,p r e f i g u r e d
figure,18,p r e f i g u r e s
figure,19,p r e f i g u r i n g
figure,20,t r a n s f i g u r a t i o n
figure,21,t r a n s f i g u r a t i o n s
figure,22,t r a n s f i g u r e
figure,23,t r a n s f i g u r e d
figure,24,t r a n s f i g u r e s
figure,25,t r a n s f i g u r i n g
figures,0,f i g u r e s
filbert,0,f i l b e r t
filbert,1,f i l b e r t s
filch,0,f i l c h
filch,1,f i l c h e d
filch,2,f i l c h e s
filch,3,f i l c h i n g
file,0,f i l e
file,1,f i l e d
file,2,f i l e s
file,3,f i l i n g
file,4,n a i l - f i l e
file,5,n a i l - f i l e s
filet,0,f i l e t
filet,1,f i l e t s
filibuster,0,f i l i b u s t e r
filibuster,1,f i l i b u s t e r e d
filibuster,2,f i l i b u s t e r i n g
filibuster,3,f i l i b u s t e r s
filigree,0,f i l i g r e e
fill,0,f i l l
fill,1,f i l l e d
fill,2,f i l l i n g
fill,3,f i l l s
fill,4,f u l f i l
fill,5,f u l f i l l e d
fill,6,f u l f i l l i n g
fill,7,f u l f i l m e n t
fill,8,f u l f i l m e n t s
fill,9,f u l f i l s
fill,10,r e f i l l
fill,11,r e f i l l e d
fill,12,r e f i l l i n g
fill,13,r e f i l l s
fill in,0,f i l l - i n
fill in,1,f i l l - i n s
fill-in,0,f i l l - i n
fill-in,1,f i l l - i n s
fillet,0,f i l l e t
fillet,1,f i l l e t e d
fillet,2,f i l l e t i n g
fillet,3,f i l l e t s
filling,0,f i l l i n g
filling,1,f i l l i n g s
fillip,0,f i l l i p
fillip,1,f i l l i p s
film,0,c i n e - f i l m
film,1,c i n e - f i l m s
film,2,f i l m
film,3,f i l m - s t a r
film,4,f i l m - s t a r s
film,5,f i l m a b l e
film,6,f i l m e d
film,7,f i l m i e r
film,8,f i l m i e s t
film,9,f i l m i n e s s
film,10,f i l m i n g
film,11,f i l m s
film,12,f i l m s t r i p
film,13,f i l m s t r i p s
film,14,f i l m y
film,15,s o u n d - f i l m
film,16,s o u n d - f i l m s
filter,0,f i l t e r
filter,1,f i l t e r e d
filter,2,f i l t e r i n g
filter,3,f i l t e r s
filter,4,f i l t r a t e
filter,5,f i l t r a t e d
filter,6,f i l t r a t e s
filter,7,f i l t r a t i n g
filter,8,f i l t r a t i o n
filter,9,i n f i l t r a t e
filter,10,i n f i l t r a t e d
filter,11,i n f i l t r a t e s
filter,12,i n f i l t r a t i n g
filter,13,i n f i l t r a t i o n
filter,14,i n f i l t r a t i o n s
filter,15,i n f i l t r a t o r
filter,16,i n f i l t r a t o r s
filth,0,f i l t h
filth,1,f i l t h i e r
filth,2,f i l t h i e s t
filth,3,f i l t h i l y
filth,4,f i l t h i n e s s
filth,5,f i l t h y
filtrate,0,f i l t r a t e
filtrate,1,f i l t r a t e d
filtrate,2,f i l t r a t e s
filtrate,3,f i l t r a t i n g
filtrate,4,f i l t r a t i o n
filtrate,5,i n f i l t r a t e
filtrate,6,i n f i l t r a t e d
filtrate,7,i n f i l t r a t e s
filtrate,8,i n f i l t r a t i n g
filtrate,9,i n f i l t r a t i o n
filtrate,10,i n f i l t r a t i o n s
filtrate,11,i n f i l t r a t o r
filtrate,12,i n f i l t r a t o r s
fin,0,f i n
fin,1,f i n s
final,0,c u p - f i n a l
final,1,c u p - f i n a l s
final,2,f i n a l
final,3,f i n a l i s t
final,4,f i n a l i s t s
final,5,f i n a l i t y
final,6,f i n a l i z e
final,7,f i n a l i z e d
final,8,f i n a l i z e s
final,9,f i n a l i z i n g
final,10,f i n a l l y
final,11,f i n a l s
final,12,q u a r t e r f i n a l
final,13,q u a r t e r f i n a l s
final,14,s e m i f i n a l
final,15,s e m i f i n a l i s t
final,16,s e m i f i n a l i s t s
final,17,s e m i f i n a l s
finance,0,f i n a n c e
finance,1,f i n a n c e d
finance,2,f i n a n c e s
finance,3,f i n a n c i a l
finance,4,f i n a n c i a l l y
finance,5,f i n a n c i e r
finance,6,f i n a n c i e r s
finance,7,f i n a n c i n g
finch,0,b u l l f i n c h
finch,1,b u l l f i n c h e s
finch,2,c h a f f i n c h
finch,3,c h a f f i n c h e s
finch,4,f i n c h
finch,5,f i n c h e s
finch,6,g o l d f i n c h
finch,7,g o l d f i n c h e s
find,0,d i r e c t i o n - f i n d e r
find,1,d i r e c t i o n - f i n d e r s
find,2,f a u l t f i n d e r
find,3,f a u l t f i n d e r s
find,4,f i n d
find,5,f i n d e r
find,6,f i n d e r s
find,7,f i n d i n g
find,8,f i n d s
find,9,f o u n d
find,10,f o u n d l i n g
find,11,f o u n d l i n g s
find,12,p a t h f i n d e r
find,13,p a t h f i n d e r s
find,14,r a n g e - f i n d e r
find,15,r a n g e - f i n d e r s
find,16,v i e w f i n d e r
find,17,v i e w f i n d e r s
find,18,w a t e r - f i n d e r
find,19,w a t e r - f i n d e r s
finding,0,f a c t - f i n d i n g
finding,1,f a u l t f i n d i n g
finding,2,f i n d i n g
finding,3,f i n d i n g s
fine,0,f i n a b l e
fine,1,f i n e
fine,2,f i n e d
fine,3,f i n e l y
fine,4,f i n e n e s s
fine,5,f i n e r
fine,6,f i n e r y
fine,7,f i n e s
fine,8,f i n e s t
fine,9,f i n i c a l
fine,10,f i n i n g
fine,11,r e f i n e
fine,12,r e f i n e d
fine,13,r e f i n e m e n t
fine,14,r e f i n e m e n t s
fine,15,r e f i n e r
fine,16,r e f i n e r i e s
fine,17,r e f i n e r s
fine,18,r e f i n e r y
fine,19,r e f i n e s
fine,20,r e f i n i n g
fine,21,s u g a r - r e f i n e r i e s
fine,22,s u g a r - r e f i n e r y
fine,23,s u p e r f i n e
finesse,0,f i n e s s e
finesse,1,f i n e s s e s
finger,0,f i n g e r
finger,1,f i n g e r - a l p h a b e t
finger,2,f i n g e r - a l p h a b e t s
finger,3,f i n g e r - b o w l
finger,4,f i n g e r - b o w l s
finger,5,f i n g e r - m a r k
finger,6,f i n g e r - m a r k s
finger,7,f i n g e r b o a r d
finger,8,f i n g e r b o a r d s
finger,9,f i n g e r e d
finger,10,f i n g e r i n g
finger,11,f i n g e r n a i l
finger,12,f i n g e r n a i l s
finger,13,f i n g e r p l a t e
finger,14,f i n g e r p l a t e s
finger,15,f i n g e r p o s t
finger,16,f i n g e r p o s t s
finger,17,f i n g e r s
finger,18,f i n g e r s t a l l
finger,19,f i n g e r s t a l l s
finger,20,f i n g e r t i p
finger,21,f i n g e r t i p s
finger,22,f o r e f i n g e r
finger,23,f o r e f i n g e r s
finger,24,l i g h t - f i n g e r e d
finger,25,r i n g - f i n g e r
finger,26,r i n g - f i n g e r s
fingering,0,f i n g e r i n g
fingerprint,0,f i n g e r p r i n t
fingerprint,1,f i n g e r p r i n t e d
fingerprint,2,f i n g e r p r i n t i n g
fingerprint,3,f i n g e r p r i n t s
finis,0,f i n i s
finish,0,f i n i s h
finish,1,f i n i s h e d
finish,2,f i n i s h e s
finish,3,f i n i s h i n g
finished,0,f i n i s h e d
finite,0,f i n i t e
finite,1,f i n i t e l y
finite,2,i n f i n i t e
finite,3,i n f i n i t e l y
finite,4,i n f i n i t e s i m a l
finite,5,i n f i n i t e s i m a l l y
finite,6,i n f i n i t u d e
finite,7,i n f i n i t u d e s
finite,8,i n f i n i t y
fink,0,f i n k
fink,1,f i n k s
finnan,0,f i n n a n
finnan,1,f i n n a n s
finnan haddock,0,f i n n a n
finnan haddock,1,f i n n a n s
fir,0,f i r
fir,1,f i r - c o n e
fir,2,f i r - c o n e s
fir,3,f i r s
fir,4,f i r t r e e
fir,5,f i r t r e e s
fireworks,0,f i r e w o r k s
firm,0,a f f i r m
firm,1,a f f i r m a t i o n
firm,2,a f f i r m a t i o n s
firm,3,a f f i r m e d
firm,4,a f f i r m i n g
firm,5,a f f i r m s
firm,6,f i r m
firm,7,f i r m e d
firm,8,f i r m e r
firm,9,f i r m e s t
firm,10,f i r m i n g
firm,11,f i r m l y
firm,12,f i r m n e s s
firm,13,f i r m s
firm,14,i n f i r m
firm,15,i n f i r m a r i e s
firm,16,i n f i r m a r y
firm,17,i n f i r m i t i e s
firm,18,i n f i r m i t y
firm,19,r e a f f i r m
firm,20,r e a f f i r m e d
firm,21,r e a f f i r m i n g
firm,22,r e a f f i r m s
first,0,d o u b l e - f i r s t
first,1,d o u b l e - f i r s t s
first,2,f i r s t
first,3,f i r s t - c l a s s
first,4,f i r s t - d e g r e e
first,5,f i r s t - r a t e
first,6,f i r s t b o r n
first,7,f i r s t b o r n s
first,8,f i r s t f r u i t s
first,9,f i r s t h a n d
first,10,f i r s t l y
first,11,f i r s t s
first,12,s a f e t y - f i r s t
first class,0,f i r s t - c l a s s
first-class,0,f i r s t - c l a s s
first-rate,0,f i r s t - r a t e
firstborn,0,f i r s t b o r n
firstborn,1,f i r s t b o r n s
firsthand,0,f i r s t h a n d
firth,0,f i r t h
firth,1,f i r t h s
fiscal,0,f i s c a l
fiscal,1,f i s c a l l y
fiscal,2,f i s c a l s
fish,0,b l u e f i s h
fish,1,b l u e f i s h e s
fish,2,c a t f i s h
fish,3,c a t f i s h e s
fish,4,c o d f i s h
fish,5,c o d f i s h e s
fish,6,c u t t l e f i s h
fish,7,c u t t l e f i s h e s
fish,8,d o g f i s h
fish,9,d o g f i s h e s
fish,10,f i s h
fish,11,f i s h - h o o k
fish,12,f i s h - h o o k s
fish,13,f i s h - k n i f e
fish,14,f i s h - k n i v e s
fish,15,f i s h - s l i c e
fish,16,f i s h - s l i c e s
fish,17,f i s h b o n e
fish,18,f i s h b o n e s
fish,19,f i s h c a k e
fish,20,f i s h c a k e s
fish,21,f i s h e d
fish,22,f i s h e r
fish,23,f i s h e r i e s
fish,24,f i s h e r m a n
fish,25,f i s h e r m e n
fish,26,f i s h e r s
fish,27,f i s h e r y
fish,28,f i s h e s
fish,29,f i s h i e r
fish,30,f i s h i e s t
fish,31,f i s h i n g
fish,32,f i s h m o n g e r
fish,33,f i s h m o n g e r s
fish,34,f i s h p a s t e
fish,35,f i s h p l a t e
fish,36,f i s h p l a t e s
fish,37,f i s h w i f e
fish,38,f i s h w i v e s
fish,39,f i s h y
fish,40,f l a t f i s h
fish,41,f l a t f i s h e s
fish,42,f l y - f i s h
fish,43,f l y - f i s h e d
fish,44,f l y - f i s h e s
fish,45,f l y - f i s h i n g
fish,46,f l y i n g - f i s h
fish,47,f l y i n g - f i s h e s
fish,48,g l o b e f i s h
fish,49,g l o b e f i s h e s
fish,50,g o l d f i s h
fish,51,g o l d f i s h e s
fish,52,g r o u n d - f i s h
fish,53,g r o u n d - f i s h e s
fish,54,j e l l y f i s h
fish,55,j e l l y f i s h e s
fish,56,k i n g f i s h e r
fish,57,k i n g f i s h e r s
fish,58,l u n g f i s h
fish,59,l u n g f i s h e s
fish,60,p e a r l - f i s h e r i e s
fish,61,p e a r l - f i s h e r y
fish,62,p i l o t - f i s h
fish,63,p i l o t - f i s h e s
fish,64,s e a - f i s h
fish,65,s e a - f i s h e s
fish,66,s h e l l f i s h
fish,67,s h e l l f i s h e s
fish,68,s i l v e r f i s h
fish,69,s i l v e r f i s h e s
fish,70,s t a r f i s h
fish,71,s t a r f i s h e s
fish,72,s t o c k f i s h
fish,73,s t o c k f i s h e s
fish,74,s u n f i s h
fish,75,s u n f i s h e s
fish,76,s w o r d f i s h
fish,77,s w o r d f i s h e s
fishing,0,f i s h i n g
fishing,1,f i s h i n g - l i n e
fishing,2,f i s h i n g - l i n e s
fishing,3,f i s h i n g - r o d
fishing,4,f i s h i n g - r o d s
fishing,5,f i s h i n g - t a c k l e
fissile,0,f i s s i l e
fist,0,c l o s e f i s t e d
fist,1,f i s t
fist,2,f i s t i c u f f s
fist,3,f i s t s
fist,4,h a m - f i s t e d
fist,5,t i g h t f i s t e d
fist,6,t i g h t f i s t e d n e s s
